Date of Occurrence,Time of Occurrence,City,Crime Description,Victim Age,Victim Gender,Crime Domain
2023-07-10,03:28,Mumbai,DRUG OFFENSE,44,M,Other Crime
2023-07-10,07:01,Hyderabad,KIDNAPPING,17,F,Other Crime
2023-07-10,17:46,Bangalore,BURGLARY,13,F,Other Crime
2023-07-10,20:39,Kolkata,KIDNAPPING,35,M,Other Crime
2023-07-10,10:19,Delhi,ASSAULT,11,M,Violent Crime
2023-07-10,01:50,Lucknow,SEXUAL ASSAULT,55,F,Violent Crime
2023-07-10,19:38,Mumbai,HOMICIDE,37,F,Other Crime
2023-07-10,12:14,Mumbai,ASSAULT,76,F,Violent Crime
2023-08-10,09:24,Faridabad,ASSAULT,51,F,Violent Crime
2023-08-10,19:49,Pune,KIDNAPPING,20,F,Other Crime
2023-08-10,18:43,Meerut,VEHICLE - STOLEN,58,F,Violent Crime
2023-08-10,11:45,Bhopal,DOMESTIC VIOLENCE,53,M,Violent Crime
2023-08-10,22:13,Chennai,SEXUAL ASSAULT,42,F,Violent Crime
2023-08-10,12:47,Delhi,DOMESTIC VIOLENCE,78,F,Violent Crime
2023-08-10,01:46,Pune,DOMESTIC VIOLENCE,45,M,Violent Crime
2023-08-10,13:19,Kanpur,DRUG OFFENSE,51,F,Other Crime
2023-08-10,08:17,Jaipur,BURGLARY,46,M,Other Crime
2023-08-10,17:29,Delhi,KIDNAPPING,54,F,Other Crime
2023-08-10,23:13,Delhi,ROBBERY,31,M,Violent Crime
2023-08-10,22:35,Ghaziabad,KIDNAPPING,64,M,Other Crime
2023-08-10,15:05,Chennai,ROBBERY,50,F,Violent Crime
2023-08-10,12:53,Thane,VEHICLE - STOLEN,38,F,Violent Crime
2023-08-10,20:18,Delhi,DRUG OFFENSE,13,F,Other Crime
2023-08-10,05:30,Pune,VEHICLE - STOLEN,51,F,Violent Crime
2023-09-10,10:07,Bangalore,ROBBERY,28,F,Violent Crime
2023-09-10,03:07,Mumbai,ASSAULT,64,F,Violent Crime
2023-09-10,17:54,Delhi,DOMESTIC VIOLENCE,44,F,Violent Crime
2023-09-10,21:41,Kolkata,SEXUAL ASSAULT,53,M,Violent Crime
2023-09-10,11:58,Nagpur,ASSAULT,15,F,Violent Crime
2023-09-10,03:13,Kolkata,ASSAULT,21,M,Violent Crime
2023-09-10,15:22,Kolkata,DRUG OFFENSE,78,F,Other Crime
2023-09-10,10:43,Indore,KIDNAPPING,16,F,Other Crime
2023-09-10,17:25,Mumbai,ROBBERY,51,F,Violent Crime
2023-09-10,02:40,Kolkata,ROBBERY,53,F,Violent Crime
2023-09-10,17:15,Delhi,DOMESTIC VIOLENCE,24,M,Violent Crime
2023-09-10,08:49,Jaipur,ASSAULT,39,F,Violent Crime
2023-10-10,03:08,Jaipur,HOMICIDE,79,F,Other Crime
2023-10-10,11:11,Bangalore,VEHICLE - STOLEN,58,F,Violent Crime
2023-10-10,04:00,Chennai,ASSAULT,25,F,Violent Crime
2023-10-10,20:34,Jaipur,DOMESTIC VIOLENCE,43,F,Violent Crime
2023-10-10,07:48,Thane,BURGLARY,23,F,Other Crime
2023-10-10,01:01,Varanasi,ASSAULT,32,M,Violent Crime
2023-10-10,12:25,Lucknow,VEHICLE - STOLEN,25,F,Violent Crime
2023-10-10,13:00,Delhi,DRUG OFFENSE,20,F,Other Crime
2023-10-10,14:22,Jaipur,DOMESTIC VIOLENCE,62,F,Violent Crime
2023-10-10,06:05,Nagpur,VEHICLE - STOLEN,24,M,Violent Crime
2023-10-10,22:33,Ludhiana,HOMICIDE,62,F,Other Crime
2023-10-10,15:52,Lucknow,BURGLARY,27,M,Other Crime
2023-10-10,00:10,Chennai,SEXUAL ASSAULT,59,F,Violent Crime
2023-11-10,15:21,Kanpur,DRUG OFFENSE,70,M,Other Crime
2023-11-10,00:17,Bangalore,BURGLARY,75,F,Other Crime
2023-11-10,12:11,Bangalore,HOMICIDE,74,F,Other Crime
2023-11-10,18:11,Nagpur,SEXUAL ASSAULT,75,M,Violent Crime
2023-11-10,03:16,Ghaziabad,BURGLARY,31,F,Other Crime
2023-11-10,19:29,Nashik,CYBERCRIME,11,F,Other Crime
2023-11-10,21:12,Kolkata,ROBBERY,34,M,Violent Crime
2023-11-10,09:34,Srinagar,ASSAULT,38,F,Violent Crime
2023-11-10,14:11,Bangalore,DRUG OFFENSE,50,F,Other Crime
2023-11-10,15:12,Agra,CYBERCRIME,20,M,Other Crime
2023-11-10,23:18,Nashik,CYBERCRIME,77,F,Other Crime
2023-12-10,06:33,Mumbai,SEXUAL ASSAULT,61,F,Violent Crime
2023-12-10,01:18,Nagpur,ASSAULT,19,F,Violent Crime
2023-12-10,21:22,Kanpur,ASSAULT,17,F,Violent Crime
2023-12-10,01:34,Meerut,HOMICIDE,60,M,Other Crime
2023-12-10,17:47,Surat,BURGLARY,71,M,Other Crime
2023-12-10,22:02,Srinagar,ASSAULT,76,F,Violent Crime
2023-12-10,23:32,Hyderabad,DRUG OFFENSE,20,F,Other Crime
2023-12-10,17:55,Mumbai,KIDNAPPING,57,F,Other Crime
2023-12-10,15:32,Jaipur,DOMESTIC VIOLENCE,77,M,Violent Crime
2023-12-10,14:49,Agra,KIDNAPPING,73,F,Other Crime
2023-12-10,17:47,Thane,CYBERCRIME,31,M,Other Crime
2023-12-10,19:36,Kolkata,VEHICLE - STOLEN,50,M,Violent Crime
2023-12-10,08:23,Chennai,HOMICIDE,69,M,Other Crime
2023-12-10,17:53,Chennai,ASSAULT,35,F,Violent Crime
2023-12-10,17:16,Nagpur,VEHICLE - STOLEN,47,F,Violent Crime
2023-01-11,00:42,Delhi,CYBERCRIME,14,F,Other Crime
2023-01-11,08:56,Nashik,DRUG OFFENSE,59,F,Other Crime
2023-01-11,06:34,Kanpur,ROBBERY,23,M,Violent Crime
2023-01-11,22:49,Kolkata,DOMESTIC VIOLENCE,72,F,Violent Crime
2023-01-11,15:44,Kanpur,ASSAULT,32,F,Violent Crime
2023-01-11,21:21,Delhi,BURGLARY,41,M,Other Crime
2023-01-11,23:36,Ludhiana,HOMICIDE,69,F,Other Crime
2023-01-11,08:21,Chennai,KIDNAPPING,40,F,Other Crime
2023-01-11,10:35,Mumbai,DOMESTIC VIOLENCE,22,F,Violent Crime
2023-01-11,14:34,Kolkata,DOMESTIC VIOLENCE,23,M,Violent Crime
2023-01-11,05:05,Pune,KIDNAPPING,52,F,Other Crime
2023-02-11,20:21,Bangalore,DRUG OFFENSE,23,M,Other Crime
2023-02-11,00:03,Hyderabad,DRUG OFFENSE,47,F,Other Crime
2023-02-11,18:59,Chennai,KIDNAPPING,79,F,Other Crime
2023-02-11,09:44,Kolkata,DOMESTIC VIOLENCE,66,F,Violent Crime
2023-02-11,01:06,Kolkata,ASSAULT,69,F,Violent Crime
2023-02-11,08:57,Bhopal,VEHICLE - STOLEN,24,F,Violent Crime
2023-02-11,07:13,Chennai,VEHICLE - STOLEN,12,M,Violent Crime
2023-02-11,22:35,Chennai,DRUG OFFENSE,45,F,Other Crime
2023-02-11,14:42,Hyderabad,ASSAULT,12,M,Violent Crime
2023-02-11,08:50,Mumbai,CYBERCRIME,24,F,Other Crime
2023-03-11,08:40,Mumbai,KIDNAPPING,77,F,Other Crime
2023-03-11,11:18,Mumbai,BURGLARY,56,F,Other Crime
2023-03-11,16:01,Srinagar,HOMICIDE,29,F,Other Crime
2023-03-11,21:42,Kolkata,HOMICIDE,42,F,Other Crime
2023-03-11,07:01,Pune,SEXUAL ASSAULT,34,M,Violent Crime
2023-03-11,19:07,Mumbai,DOMESTIC VIOLENCE,11,M,Violent Crime
2023-03-11,09:15,Kanpur,BURGLARY,22,M,Other Crime
2023-03-11,12:07,Jaipur,ROBBERY,62,F,Violent Crime
2023-03-11,03:53,Lucknow,BURGLARY,31,F,Other Crime
2023-03-11,14:48,Chennai,CYBERCRIME,79,M,Other Crime
2023-03-11,21:33,Bangalore,BURGLARY,58,M,Other Crime
2023-03-11,19:49,Lucknow,DOMESTIC VIOLENCE,15,F,Violent Crime
2023-04-11,07:03,Kalyan,DRUG OFFENSE,55,M,Other Crime
2023-04-11,03:15,Pune,DRUG OFFENSE,57,F,Other Crime
2023-04-11,13:24,Pune,ROBBERY,37,F,Violent Crime
2023-04-11,23:01,Lucknow,ASSAULT,39,F,Violent Crime
2023-04-11,08:05,Mumbai,CYBERCRIME,13,M,Other Crime
2023-04-11,12:38,Mumbai,DOMESTIC VIOLENCE,25,F,Violent Crime
2023-04-11,14:01,Bangalore,KIDNAPPING,50,F,Other Crime
2023-04-11,20:16,Pune,DRUG OFFENSE,40,F,Other Crime
2023-04-11,01:24,Surat,BURGLARY,71,M,Other Crime
2023-04-11,17:01,Ahmedabad,KIDNAPPING,76,F,Other Crime
2023-04-11,08:33,Bangalore,BURGLARY,77,M,Other Crime
2023-05-11,11:18,Delhi,SEXUAL ASSAULT,66,F,Violent Crime
2023-05-11,09:06,Thane,ASSAULT,12,F,Violent Crime
2023-05-11,13:31,Kanpur,ASSAULT,76,F,Violent Crime
2023-05-11,18:08,Kanpur,KIDNAPPING,51,M,Other Crime
2023-05-11,02:34,Indore,HOMICIDE,46,F,Other Crime
2023-05-11,09:43,Kanpur,ROBBERY,51,M,Violent Crime
2023-05-11,13:02,Chennai,CYBERCRIME,28,M,Other Crime
2023-05-11,07:08,Faridabad,ROBBERY,26,F,Violent Crime
2023-05-11,16:43,Kolkata,BURGLARY,35,M,Other Crime
2023-05-11,00:04,Nashik,ASSAULT,17,F,Violent Crime
2023-05-11,18:10,Bangalore,SEXUAL ASSAULT,47,F,Violent Crime
2023-05-11,10:33,Hyderabad,VEHICLE - STOLEN,44,M,Violent Crime
2023-05-11,04:25,Varanasi,SEXUAL ASSAULT,39,F,Violent Crime
2023-06-11,09:54,Jaipur,KIDNAPPING,14,M,Other Crime
2023-06-11,17:12,Mumbai,VEHICLE - STOLEN,45,F,Violent Crime
2023-06-11,19:33,Chennai,SEXUAL ASSAULT,55,F,Violent Crime
2023-06-11,16:01,Delhi,BURGLARY,40,F,Other Crime
2023-06-11,20:13,Delhi,DOMESTIC VIOLENCE,52,F,Violent Crime
2023-06-11,06:46,Pune,DOMESTIC VIOLENCE,55,F,Violent Crime
2023-06-11,22:31,Srinagar,BURGLARY,10,M,Other Crime
2023-06-11,07:58,Bhopal,SEXUAL ASSAULT,65,F,Violent Crime
2023-06-11,13:34,Nagpur,DOMESTIC VIOLENCE,54,F,Violent Crime
2023-06-11,19:15,Hyderabad,HOMICIDE,55,M,Other Crime
2023-07-11,10:42,Lucknow,DOMESTIC VIOLENCE,46,F,Violent Crime
2023-07-11,06:33,Jaipur,DOMESTIC VIOLENCE,78,F,Violent Crime
2023-07-11,14:43,Mumbai,DRUG OFFENSE,10,M,Other Crime
2023-07-11,05:02,Nagpur,DOMESTIC VIOLENCE,67,F,Violent Crime
2023-07-11,14:45,Chennai,ASSAULT,62,F,Violent Crime
2023-07-11,00:31,Patna,DOMESTIC VIOLENCE,44,F,Violent Crime
2023-07-11,06:07,Bhopal,CYBERCRIME,41,F,Other Crime
2023-07-11,11:04,Lucknow,KIDNAPPING,77,F,Other Crime
2023-07-11,23:20,Ludhiana,DOMESTIC VIOLENCE,70,F,Violent Crime
2023-07-11,07:14,Hyderabad,KIDNAPPING,64,F,Other Crime
2023-07-11,17:41,Bangalore,CYBERCRIME,43,F,Other Crime
2023-08-11,02:06,Surat,CYBERCRIME,16,F,Other Crime
2023-08-11,16:47,Jaipur,DOMESTIC VIOLENCE,44,F,Violent Crime
2023-08-11,02:16,Mumbai,DRUG OFFENSE,15,F,Other Crime
2023-08-11,09:32,Delhi,VEHICLE - STOLEN,11,M,Violent Crime
2023-08-11,15:52,Mumbai,VEHICLE - STOLEN,53,F,Violent Crime
2023-08-11,17:41,Faridabad,SEXUAL ASSAULT,54,F,Violent Crime
2023-08-11,01:14,Meerut,CYBERCRIME,73,F,Other Crime
2023-08-11,17:05,Mumbai,KIDNAPPING,12,F,Other Crime
2023-08-11,13:06,Delhi,KIDNAPPING,19,F,Other Crime
2023-09-11,18:41,Kolkata,DRUG OFFENSE,14,F,Other Crime
2023-09-11,07:04,Patna,DRUG OFFENSE,46,F,Other Crime
2023-09-11,23:05,Lucknow,HOMICIDE,70,F,Other Crime
2023-09-11,10:23,Bangalore,BURGLARY,22,F,Other Crime
2023-09-11,18:46,Lucknow,CYBERCRIME,11,F,Other Crime
2023-09-11,11:27,Ahmedabad,BURGLARY,47,F,Other Crime
2023-09-11,17:35,Chennai,CYBERCRIME,25,M,Other Crime
2023-09-11,03:34,Kolkata,KIDNAPPING,58,F,Other Crime
2023-09-11,21:32,Mumbai,CYBERCRIME,51,M,Other Crime
2023-09-11,03:42,Nagpur,DRUG OFFENSE,38,M,Other Crime
2023-09-11,01:14,Kolkata,HOMICIDE,54,F,Other Crime
2023-09-11,02:58,Meerut,DOMESTIC VIOLENCE,35,F,Violent Crime
2023-10-11,23:35,Mumbai,ROBBERY,13,F,Violent Crime
2023-10-11,10:40,Mumbai,HOMICIDE,63,F,Other Crime
2023-10-11,11:24,Agra,VEHICLE - STOLEN,78,M,Violent Crime
2023-10-11,06:49,Mumbai,CYBERCRIME,18,F,Other Crime
2023-10-11,09:49,Kolkata,DOMESTIC VIOLENCE,39,F,Violent Crime
2023-10-11,00:06,Delhi,KIDNAPPING,65,M,Other Crime
2023-10-11,21:35,Delhi,ROBBERY,19,M,Violent Crime
2023-10-11,21:43,Agra,DRUG OFFENSE,37,M,Other Crime
2023-10-11,13:45,Hyderabad,DOMESTIC VIOLENCE,17,M,Violent Crime
2023-10-11,01:18,Kolkata,BURGLARY,75,F,Other Crime
2023-10-11,20:50,Ahmedabad,DOMESTIC VIOLENCE,60,M,Violent Crime
2023-10-11,00:04,Visakhapatnam,CYBERCRIME,29,F,Other Crime
2023-10-11,01:39,Pune,HOMICIDE,10,F,Other Crime
2023-11-11,04:13,Hyderabad,BURGLARY,50,F,Other Crime
2023-11-11,04:49,Ludhiana,HOMICIDE,64,M,Other Crime
2023-11-11,12:32,Delhi,DRUG OFFENSE,49,M,Other Crime
2023-11-11,17:15,Mumbai,VEHICLE - STOLEN,47,F,Violent Crime
2023-11-11,10:43,Kolkata,CYBERCRIME,69,F,Other Crime
2023-11-11,10:10,Delhi,CYBERCRIME,32,F,Other Crime
2023-11-11,17:22,Patna,KIDNAPPING,45,F,Other Crime
2023-11-11,23:40,Hyderabad,CYBERCRIME,25,F,Other Crime
2023-11-11,01:05,Pune,CYBERCRIME,77,M,Other Crime
2023-11-11,05:04,Mumbai,ASSAULT,37,F,Violent Crime
2023-11-11,23:45,Nagpur,CYBERCRIME,15,M,Other Crime
2023-12-11,07:33,Mumbai,DRUG OFFENSE,72,F,Other Crime
2023-12-11,15:02,Meerut,ASSAULT,57,F,Violent Crime
2023-12-11,12:06,Nashik,SEXUAL ASSAULT,12,F,Violent Crime
2023-12-11,07:50,Lucknow,ROBBERY,16,F,Violent Crime
2023-12-11,06:30,Kalyan,DRUG OFFENSE,56,F,Other Crime
2023-12-11,02:34,Hyderabad,HOMICIDE,27,F,Other Crime
2023-12-11,01:47,Delhi,DRUG OFFENSE,70,F,Other Crime
2023-12-11,04:55,Mumbai,DOMESTIC VIOLENCE,11,F,Violent Crime
2023-12-11,10:02,Srinagar,HOMICIDE,79,F,Other Crime
2023-12-11,07:39,Ahmedabad,BURGLARY,39,F,Other Crime
2023-01-12,16:43,Ludhiana,ASSAULT,69,M,Violent Crime
2023-01-12,18:43,Patna,ROBBERY,63,M,Violent Crime
2023-01-12,08:36,Bhopal,KIDNAPPING,46,F,Other Crime
2023-01-12,15:39,Hyderabad,VEHICLE - STOLEN,35,F,Violent Crime
2023-01-12,09:55,Chennai,DOMESTIC VIOLENCE,14,F,Violent Crime
2023-01-12,04:00,Bhopal,VEHICLE - STOLEN,19,F,Violent Crime
2023-02-12,17:06,Mumbai,CYBERCRIME,33,F,Other Crime
2023-02-12,21:33,Ludhiana,ASSAULT,11,F,Violent Crime
2023-02-12,11:43,Mumbai,DOMESTIC VIOLENCE,47,F,Violent Crime
2023-02-12,17:04,Kolkata,DOMESTIC VIOLENCE,76,F,Violent Crime
2023-02-12,16:15,Jaipur,VEHICLE - STOLEN,44,M,Violent Crime
2023-02-12,01:27,Pune,BURGLARY,63,F,Other Crime
2023-02-12,21:34,Mumbai,DRUG OFFENSE,51,M,Other Crime
2023-02-12,04:38,Chennai,KIDNAPPING,45,F,Other Crime
2023-02-12,05:24,Rajkot,VEHICLE - STOLEN,57,M,Violent Crime
2023-02-12,02:02,Srinagar,ASSAULT,67,F,Violent Crime
2023-02-12,08:55,Patna,DOMESTIC VIOLENCE,28,M,Violent Crime
2023-02-12,21:16,Kanpur,SEXUAL ASSAULT,61,F,Violent Crime
2023-02-12,00:59,Delhi,HOMICIDE,65,M,Other Crime
2023-02-12,03:41,Kolkata,DRUG OFFENSE,29,F,Other Crime
2023-02-12,18:03,Mumbai,SEXUAL ASSAULT,45,M,Violent Crime
2023-02-12,20:01,Bangalore,DRUG OFFENSE,17,M,Other Crime
2023-03-12,12:06,Chennai,SEXUAL ASSAULT,11,F,Violent Crime
2023-03-12,10:23,Lucknow,SEXUAL ASSAULT,22,F,Violent Crime
2023-03-12,06:44,Delhi,DOMESTIC VIOLENCE,18,M,Violent Crime
2023-03-12,00:04,Surat,ASSAULT,40,F,Violent Crime
2023-03-12,05:18,Lucknow,ROBBERY,33,F,Violent Crime
2023-03-12,20:14,Ahmedabad,HOMICIDE,47,M,Other Crime
2023-03-12,20:04,Hyderabad,DRUG OFFENSE,62,F,Other Crime
2023-03-12,02:21,Ludhiana,BURGLARY,15,F,Other Crime
2023-03-12,10:54,Kolkata,ROBBERY,62,F,Violent Crime
2023-03-12,00:50,Chennai,KIDNAPPING,37,M,Other Crime
2023-03-12,11:14,Kolkata,BURGLARY,27,F,Other Crime
2023-04-12,20:20,Kolkata,BURGLARY,28,M,Other Crime
2023-04-12,19:31,Srinagar,CYBERCRIME,54,F,Other Crime
2023-04-12,11:03,Ghaziabad,BURGLARY,12,F,Other Crime
2023-04-12,17:33,Pune,DOMESTIC VIOLENCE,74,M,Violent Crime
2023-04-12,22:07,Kolkata,DOMESTIC VIOLENCE,53,F,Violent Crime
2023-04-12,07:39,Nagpur,KIDNAPPING,20,F,Other Crime
2023-04-12,22:45,Bangalore,ASSAULT,62,F,Violent Crime
2023-04-12,21:23,Mumbai,DRUG OFFENSE,57,M,Other Crime
2023-04-12,18:23,Delhi,BURGLARY,50,F,Other Crime
2023-04-12,14:17,Kolkata,CYBERCRIME,78,F,Other Crime
2023-05-12,03:11,Ghaziabad,SEXUAL ASSAULT,70,F,Violent Crime
2023-05-12,18:18,Surat,CYBERCRIME,33,F,Other Crime
2023-05-12,00:58,Mumbai,KIDNAPPING,23,M,Other Crime
2023-05-12,08:40,Delhi,HOMICIDE,16,F,Other Crime
2023-05-12,07:08,Mumbai,ROBBERY,26,F,Violent Crime
2023-05-12,05:33,Pune,CYBERCRIME,32,F,Other Crime
2023-05-12,13:48,Agra,CYBERCRIME,48,F,Other Crime
2023-05-12,09:30,Ahmedabad,HOMICIDE,53,M,Other Crime
2023-05-12,23:00,Mumbai,ROBBERY,55,F,Violent Crime
2023-05-12,17:24,Hyderabad,DRUG OFFENSE,67,M,Other Crime
2023-05-12,23:43,Delhi,CYBERCRIME,74,F,Other Crime
2023-05-12,22:25,Surat,KIDNAPPING,78,F,Other Crime
2023-06-12,19:05,Chennai,ASSAULT,29,M,Violent Crime
2023-06-12,19:07,Ahmedabad,SEXUAL ASSAULT,10,M,Violent Crime
2023-06-12,04:13,Ludhiana,BURGLARY,49,M,Other Crime
2023-06-12,18:12,Bangalore,DOMESTIC VIOLENCE,76,F,Violent Crime
2023-06-12,00:55,Kolkata,CYBERCRIME,33,F,Other Crime
2023-06-12,08:48,Chennai,CYBERCRIME,41,M,Other Crime
2023-06-12,01:43,Kanpur,ROBBERY,66,M,Violent Crime
2023-06-12,20:19,Bangalore,SEXUAL ASSAULT,55,F,Violent Crime
2023-06-12,15:14,Surat,KIDNAPPING,75,F,Other Crime
2023-06-12,19:10,Hyderabad,KIDNAPPING,73,F,Other Crime
2023-06-12,13:27,Ghaziabad,ROBBERY,41,F,Violent Crime
2023-07-12,18:19,Ahmedabad,KIDNAPPING,42,F,Other Crime
2023-07-12,09:01,Hyderabad,CYBERCRIME,33,M,Other Crime
2023-07-12,08:53,Chennai,DRUG OFFENSE,29,F,Other Crime
2023-07-12,11:03,Nagpur,DRUG OFFENSE,17,F,Other Crime
2023-07-12,00:59,Delhi,HOMICIDE,50,M,Other Crime
2023-07-12,16:59,Jaipur,ASSAULT,14,F,Violent Crime
2023-07-12,02:25,Delhi,KIDNAPPING,19,F,Other Crime
2023-07-12,22:11,Pune,CYBERCRIME,34,M,Other Crime
2023-07-12,19:28,Bhopal,ASSAULT,16,M,Violent Crime
2023-07-12,05:03,Kolkata,SEXUAL ASSAULT,48,M,Violent Crime
2023-07-12,00:57,Hyderabad,HOMICIDE,24,F,Other Crime
2023-07-12,02:56,Bhopal,DRUG OFFENSE,56,F,Other Crime
2023-07-12,18:15,Lucknow,CYBERCRIME,28,M,Other Crime
2023-08-12,12:37,Delhi,SEXUAL ASSAULT,21,M,Violent Crime
2023-08-12,09:08,Bangalore,KIDNAPPING,35,F,Other Crime
2023-08-12,10:19,Delhi,HOMICIDE,24,F,Other Crime
2023-08-12,16:51,Kolkata,ROBBERY,19,M,Violent Crime
2023-08-12,13:00,Mumbai,SEXUAL ASSAULT,56,M,Violent Crime
2023-08-12,08:44,Bangalore,SEXUAL ASSAULT,78,M,Violent Crime
2023-08-12,17:19,Hyderabad,KIDNAPPING,16,M,Other Crime
2023-08-12,07:05,Agra,VEHICLE - STOLEN,29,M,Violent Crime
2023-08-12,11:14,Chennai,ROBBERY,30,M,Violent Crime
2023-08-12,08:42,Mumbai,ASSAULT,23,M,Violent Crime
2023-09-12,08:32,Lucknow,HOMICIDE,44,M,Other Crime
2023-09-12,03:44,Rajkot,HOMICIDE,30,F,Other Crime
2023-09-12,06:23,Jaipur,ASSAULT,54,F,Violent Crime
2023-09-12,09:38,Bhopal,CYBERCRIME,77,M,Other Crime
2023-09-12,14:37,Bangalore,BURGLARY,13,M,Other Crime
2023-09-12,05:40,Mumbai,SEXUAL ASSAULT,50,M,Violent Crime
2023-09-12,20:29,Mumbai,HOMICIDE,65,M,Other Crime
2023-09-12,22:48,Hyderabad,HOMICIDE,18,F,Other Crime
2023-09-12,11:31,Vasai,ASSAULT,76,F,Violent Crime
2023-09-12,11:38,Lucknow,ROBBERY,42,F,Violent Crime
2023-09-12,11:21,Lucknow,ASSAULT,60,F,Violent Crime
2023-09-12,20:59,Lucknow,CYBERCRIME,59,F,Other Crime
2023-10-12,13:21,Vasai,VEHICLE - STOLEN,63,F,Violent Crime
2023-10-12,23:03,Jaipur,KIDNAPPING,75,M,Other Crime
2023-10-12,02:19,Surat,DRUG OFFENSE,27,F,Other Crime
2023-10-12,02:36,Mumbai,HOMICIDE,60,M,Other Crime
2023-10-12,08:32,Visakhapatnam,ASSAULT,70,F,Violent Crime
2023-10-12,03:57,Surat,BURGLARY,37,M,Other Crime
2023-10-12,00:45,Jaipur,KIDNAPPING,74,F,Other Crime
2023-10-12,11:33,Bangalore,SEXUAL ASSAULT,56,F,Violent Crime
2023-10-12,01:44,Faridabad,ASSAULT,48,M,Violent Crime
2023-10-12,10:18,Bhopal,KIDNAPPING,17,M,Other Crime
2023-10-12,08:59,Visakhapatnam,DRUG OFFENSE,46,F,Other Crime
2023-10-12,22:12,Thane,CYBERCRIME,72,F,Other Crime
2023-10-12,20:35,Jaipur,SEXUAL ASSAULT,27,F,Violent Crime
2023-10-12,16:33,Mumbai,SEXUAL ASSAULT,52,F,Violent Crime
2023-11-12,20:22,Hyderabad,KIDNAPPING,12,M,Other Crime
2023-11-12,08:58,Chennai,DRUG OFFENSE,44,F,Other Crime
2023-11-12,14:00,Faridabad,HOMICIDE,57,F,Other Crime
2023-11-12,20:40,Hyderabad,KIDNAPPING,18,M,Other Crime
2023-11-12,19:35,Kolkata,DOMESTIC VIOLENCE,18,F,Violent Crime
2023-11-12,20:02,Chennai,ROBBERY,62,F,Violent Crime
2023-11-12,10:40,Kolkata,KIDNAPPING,63,M,Other Crime
2023-11-12,03:44,Delhi,BURGLARY,26,M,Other Crime
2023-11-12,08:39,Mumbai,KIDNAPPING,33,F,Other Crime
2023-11-12,17:33,Pune,ROBBERY,12,F,Violent Crime
2023-11-12,07:00,Chennai,BURGLARY,78,M,Other Crime
2023-11-12,15:36,Hyderabad,CYBERCRIME,41,F,Other Crime
2023-12-12,03:02,Lucknow,SEXUAL ASSAULT,49,F,Violent Crime
2023-12-12,09:14,Jaipur,DRUG OFFENSE,51,M,Other Crime
2023-12-12,20:15,Pune,CYBERCRIME,22,M,Other Crime
2023-12-12,00:42,Chennai,BURGLARY,36,F,Other Crime
2023-12-12,17:32,Delhi,ROBBERY,18,F,Violent Crime
2023-12-12,07:18,Kolkata,ASSAULT,70,M,Violent Crime
2023-12-12,06:00,Pune,ASSAULT,55,F,Violent Crime
2023-12-12,19:10,Hyderabad,ROBBERY,69,F,Violent Crime
2023-12-12,03:01,Kolkata,ROBBERY,12,F,Violent Crime
2023-12-12,17:27,Kanpur,VEHICLE - STOLEN,12,F,Violent Crime
2023-12-12,07:48,Lucknow,SEXUAL ASSAULT,55,F,Violent Crime
2023-12-12,06:58,Mumbai,ASSAULT,13,F,Violent Crime
2024-01-01,13:56,Bangalore,CYBERCRIME,46,F,Other Crime
2024-01-01,17:45,Chennai,HOMICIDE,13,M,Other Crime
2024-01-01,11:24,Lucknow,SEXUAL ASSAULT,50,M,Violent Crime
2024-01-01,09:04,Ahmedabad,ASSAULT,27,M,Violent Crime
2024-01-01,06:14,Hyderabad,KIDNAPPING,19,F,Other Crime
2024-01-01,07:09,Ghaziabad,VEHICLE - STOLEN,57,M,Violent Crime
2024-01-01,20:33,Ghaziabad,HOMICIDE,10,M,Other Crime
2024-01-01,01:27,Delhi,DRUG OFFENSE,36,M,Other Crime
2024-01-01,07:14,Bangalore,ASSAULT,10,M,Violent Crime
2024-01-01,03:34,Lucknow,DOMESTIC VIOLENCE,50,M,Violent Crime
2024-01-01,13:06,Kolkata,BURGLARY,39,F,Other Crime
2024-01-01,05:55,Bangalore,KIDNAPPING,54,F,Other Crime
2024-02-01,01:18,Kolkata,KIDNAPPING,29,F,Other Crime
2024-02-01,16:43,Kolkata,KIDNAPPING,41,F,Other Crime
2024-02-01,06:51,Pune,VEHICLE - STOLEN,48,M,Violent Crime
2024-02-01,21:19,Mumbai,ASSAULT,70,M,Violent Crime
2024-02-01,14:30,Bhopal,KIDNAPPING,68,F,Other Crime
2024-02-01,09:26,Delhi,ASSAULT,71,F,Violent Crime
2024-02-01,10:33,Kolkata,ASSAULT,28,F,Violent Crime
2024-02-01,21:35,Chennai,BURGLARY,70,F,Other Crime
2024-02-01,12:45,Delhi,SEXUAL ASSAULT,28,F,Violent Crime
2024-02-01,06:53,Pune,DOMESTIC VIOLENCE,24,F,Violent Crime
2024-03-01,06:40,Delhi,BURGLARY,25,F,Other Crime
2024-03-01,03:55,Mumbai,SEXUAL ASSAULT,35,M,Violent Crime
2024-03-01,22:05,Mumbai,SEXUAL ASSAULT,41,M,Violent Crime
2024-03-01,08:01,Kolkata,ASSAULT,53,F,Violent Crime
2024-03-01,04:02,Delhi,VEHICLE - STOLEN,33,F,Violent Crime
2024-03-01,18:48,Kanpur,ASSAULT,60,M,Violent Crime
2024-03-01,12:18,Jaipur,DRUG OFFENSE,34,F,Other Crime
